StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RecaptchaAssessmentName,time_consent_form_First Click,time_consent_form_Last Click,time_consent_form_Page Submit,time_consent_form_Click Count,attention_check_1,time_attention_1_First Click,time_attention_1_Last Click,time_attention_1_Page Submit,time_attention_1_Click Count,attention_check_2,time_attention_2_First Click,time_attention_2_Last Click,time_attention_2_Page Submit,time_attention_2_Click Count,time_before_reading_First Click,time_before_reading_Last Click,time_before_reading_Page Submit,time_before_reading_Click Count,time_read_round_First Click,time_read_round_Last Click,time_read_round_Page Submit,time_read_round_Click Count,time_read_precise_First Click,time_read_precise_Last Click,time_read_precise_Page Submit,time_read_precise_Click Count,time_before_recall_First Click,time_before_recall_Last Click,time_before_recall_Page Submit,time_before_recall_Click Count,recall_trap_1,time_recall_trap_First Click,time_recall_trap_Last Click,time_recall_trap_Page Submit,time_recall_trap_Click Count,recall_enroll_1,recall_enroll_2,recall_hondura_1,recall_hondura_2,recall_frick_1,recall_frick_2,time_recall_First Click,time_recall_Last Click,time_recall_Page Submit,time_recall_Click Count,time_before_calc_First Click,time_before_calc_Last Click,time_before_calc_Page Submit,time_before_calc_Click Count,calculate_enroll,calculate_hondura,calculate_frick,time_calculate_First Click,time_calculate_Last Click,time_calculate_Page Submit,time_calculate_Click Count,condition,workerId,assignmentId,hitId,random_verification_code,fail_first_attention,fail_second_attention
7/23/21 17:46,7/23/21 17:52,100,364,TRUE,7/23/21 17:52,R_2fD00zxawh690g8,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/f807c5eec8000000,6.667,12.349,25.581,2,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",2.08,34.816,35.674,14,,,,,,0,0,3.508,0,11.444,102.948,116.175,25,,,,,0,0,8.807,0,39000000,2.966,13.467,28.447,4,30000,40000,300000,500000,40000,4000,4.496,62.488,65.633,19,0,0,6.261,0,75,40,10,1.454,59.956,62.187,9,round,,,,159121,,
7/23/21 17:46,7/23/21 17:52,100,391,TRUE,7/23/21 17:52,R_1LOJn9mNOLNniyL,,,,,anonymous,EN,1,projects/513998946275/assessments/dcef56d070000000,7.482,7.482,10.157,1,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",14.258,28.778,31.571,4,,,,,,0,0,3.201,0,,,,,88.885,88.885,92.895,1,0,0,7.518,0,39000000,16.1,16.1,58.537,1,28000,41000,280000,550000,40000,10000,7.512,87.984,89.241,10,0,0,6.771,0,60,270000,10,17.54,76.444,81.767,6,precise,,,,107904,,
7/23/21 17:44,7/23/21 17:53,100,533,TRUE,7/23/21 17:53,R_3G1Hzrd4ZoB3qN1,,,,,anonymous,EN,0.800000012,projects/513998946275/assessments/22dc16d070000000,0,0,11.031,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",8.987,32.993,40.984,4,,,,,,0,0,2.486,0,0,0,31.058,0,,,,,0,0,59.35,0,39715393,45.226,45.226,56.972,1,30000,40000,300000,600000,38000,5000,40.338,129.489,139.682,9,0,0,9.928,0,85,300000,76,118.337,158.324,165.109,3,round,,,,158991,,
7/23/21 17:51,7/23/21 17:53,100,103,TRUE,7/23/21 17:53,R_1OZ8x6mBiJcr6Z5,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/420db6d070000000,0.688,1.841,3.889,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",3.033,13.18,13.9,7,,,,,,0,0,0.898,0,,,,,0,0,31.283,0,0,0,1.927,0,39000000,0,0,8.372,0,24000,41000,250000,416000,41000,3400,0,0,16.861,0,0,0,1.927,0,62,200000,7,0,0,11.726,0,precise,,,,127957,,
7/23/21 17:35,7/23/21 17:53,100,1087,TRUE,7/23/21 17:53,R_2XgjtaGEpFG3jUP,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/fb2c69eec8000000,0,0,2.274,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",6.942,14.937,16.783,4,,,,,,0.641,0.641,1.12,1,0,0,45.577,0,,,,,1.16,1.16,1.577,1,3500000,1.057,22.819,29.575,4,30000,40000,300000,500000,40000,4000,2.064,22.2,24.568,9,0,0,1.391,0,75,200000,10,1.519,956.485,956.9,7,round,,,,186218,,
7/23/21 17:48,7/23/21 17:56,100,437,TRUE,7/23/21 17:56,R_2uWiaGNfo4h2leV,,,,,anonymous,EN,1,projects/513998946275/assessments/d3cb56d070000000,0,0,13.505,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",17.794,26.079,28.411,4,,,,,,0,0,2.086,0,0,0,222.487,0,,,,,0,0,5.619,0,39210000,9.697,9.697,49.671,1,30000,400000,200000,300000,40000,4000,8.434,62.552,67.68,6,0,0,6.472,0,75,50,1,8.545,32.299,33.691,4,round,,,,188637,,
7/23/21 17:45,7/23/21 17:56,100,622,TRUE,7/23/21 17:56,R_3symfRx88xOquUZ,,,,,anonymous,EN,1,projects/513998946275/assessments/f02056d070000000,17.652,101.813,102.846,28,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",14.788,41.613,45.431,8,,,,,,0,0,6.86,0,12.134,167.996,168.851,19,,,,,0,0,10.04,0,38000000,15.032,15.032,32.556,1,30000,40000,300000,30000,40000,4000,6.729,138.663,143.976,24,0,0,10.86,0,75,100000,10,24.587,88.446,92.546,9,round,,,,174578,,
7/23/21 17:44,7/23/21 17:56,100,723,TRUE,7/23/21 17:56,R_aVJgbtb42J7bdhD,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/354896d070000000,2.062,3.94,4.588,2,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",10.29,19.793,21.052,4,,,,,,1.051,1.051,20.915,1,,,,,1.077,190.27,191.628,37,0,0,7.381,0,39613400,34.966,61.036,64.995,5,28750,41280,282800,487745,40105,3792,1.212,177.936,198.72,27,0,0,13.245,0,55,200000,10,45.903,146.653,148.342,26,precise,,,,147338,,
7/23/21 17:53,7/23/21 17:57,100,218,TRUE,7/23/21 17:57,R_2EE7rtvz10PKZEf,,,,,anonymous,EN,1,projects/513998946275/assessments/d2880ed070000000,0.448,2.206,2.938,4,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",20.296,42.794,55.737,7,,,,,,0,0,0.436,0,4.398,26.193,27.248,7,,,,,0,0,1.124,0,8000000,2.127,15.957,17.868,2,30000,40000,20000,60000,10000,2000,1.692,62.242,64.501,29,0,0,0.971,0,75,8000,20,2.028,37.394,37.435,6,round,,,,142387,,
7/23/21 17:44,7/23/21 17:57,100,781,TRUE,7/23/21 17:57,R_1pSsDGaUMYQ3dIa,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/745716d070000000,2.725,91.288,95.012,80,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",1.495,59.842,62.824,22,,,,,,0,0,4.065,0,3.81,311.684,313.157,83,,,,,0,0,32.157,0,36000000,1.271,41.776,52.628,5,40000,30000,300000,500000,40000,4000,10.2,80.986,82.118,31,0,0,14.775,0,75,200000,10,1.683,111.725,113.073,50,round,,,,111036,,
7/23/21 17:54,7/23/21 17:58,100,214,TRUE,7/23/21 17:58,R_0711brgK5x7Xo9H,,,,,anonymous,EN,1,projects/513998946275/assessments/d07b65eec8000000,0,0,13.306,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",2.436,13.877,17.458,4,,,,,,0,0,2.365,0,0,0,69.96,0,,,,,0,0,5.565,0,20000000,9.313,19.862,21.06,2,30000,40000,300000,500000,4000,400,12.835,33.478,37.42,4,0,0,3.299,0,75,200000,10,4.848,32.625,34.251,5,round,,,,143574,,
7/23/21 17:51,7/23/21 17:59,100,449,TRUE,7/23/21 17:59,R_2ypEfToXqz0IyX8,,,,,anonymous,EN,1,projects/513998946275/assessments/4403b6d070000000,21.494,21.494,22.819,1,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",15.64,33.614,39.368,4,,,,,,0,0,2.177,0,,,,,7.001,88.318,125.691,5,0,0,5.602,0,38500000,16.601,48.105,49.976,2,23400,42600,256000,453000,13400,1850,7.886,120.147,122.63,18,0,0,13.008,0,60,230000,15,14.227,55.919,56.976,8,precise,,,,141907,,
7/23/21 17:48,7/23/21 18:02,100,834,TRUE,7/23/21 18:02,R_3n9m0ANeVVZ7wU0,,,,,anonymous,EN,1,projects/513998946275/assessments/0189d6d070000000,0,0,119.956,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",31.834,39.995,44.665,4,,,,,,0,0,2.996,0,,,,,0,0,183.142,0,0,0,8.901,0,39694196,12.219,12.219,56.466,1,28781,42287,282485,484628,42397,3764,11,72.904,78.021,6,0,0,9.813,0,65,200000,8,48.364,300.409,305.786,9,precise,,,,194998,,
7/23/21 17:55,7/23/21 18:03,100,472,TRUE,7/23/21 18:03,R_3rM0hdIRuCZdnau,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/13b80ed070000000,0,0,15.086,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to work from information in my head and not record or write down any information I see",24.225,39.145,52.543,2,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",3.551,18.527,33.364,6,0,0,2.117,0,0,0,134.399,0,,,,,0,0,7.289,0,39000000,5.302,33.853,39.084,2,30000,40000,300000,500000,4000,1000,12.969,67.128,70.542,6,0,0,13.032,0,75,200000,25,43.866,92.034,95.122,3,round,,,,152704,1,
7/23/21 17:59,7/23/21 18:06,100,369,TRUE,7/23/21 18:06,R_3Jq3hGJmIsVV4W9,,,,,anonymous,EN,1,projects/513998946275/assessments/3c9035eec8000000,5.878,9.776,16.047,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",15.875,23.842,28.065,5,,,,,,0,0,4.333,0,2.851,105.042,128.646,38,,,,,0,0,6.415,0,39000000,20.217,20.217,27.34,1,30000,40000,300000,500000,40000,4000,5.258,49.368,53.122,16,0,0,10.061,0,75,175,10,3.139,82.663,85.555,12,round,,,,150528,,
7/23/21 18:02,7/23/21 18:06,100,214,TRUE,7/23/21 18:06,R_3NP3eiT2FY0WLUN,,,,,anonymous,EN,1,projects/513998946275/assessments/fd108deec8000000,0,0,5.741,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",8.165,23.196,27.42,4,,,,,,0,0,2.247,0,,,,,6.257,12.841,66.607,3,0,0,4.18,0,50000000,3.259,3.259,17.457,1,25000,45000,250000,450000,9000,3000,10.002,36.278,39.426,6,0,0,6.311,0,50,400000,20,5.512,28.717,34.634,4,precise,,,,136936,,
7/23/21 18:01,7/23/21 18:07,100,359,TRUE,7/23/21 18:07,R_3m8H9JyDmipkeNq,,,,,anonymous,EN,1,projects/513998946275/assessments/62fd4deec8000000,0.02,14.368,16.373,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",17.07,37.414,39.904,6,,,,,,0,0,2.811,0,34.571,60.817,104.701,2,,,,,0,0,3.526,0,31650015,3.928,9.378,19.106,2,30000,5000,300000,500000,25000,13000,34.717,99.505,100.327,11,0,0,4.602,0,10,200000,15,4.53,36.045,40.222,9,round,,,,146793,,
7/23/21 18:05,7/23/21 18:08,100,211,TRUE,7/23/21 18:08,R_2Yaf7nVqmXw4T2S,,,,,anonymous,EN,1,projects/513998946275/assessments/d54b6ed070000000,0.041,1.704,3.133,4,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",1.165,21.802,23.672,8,,,,,,0,0,1.193,0,5.534,70.475,75.454,17,,,,,0,0,2.945,0,39000000,1.538,9.918,10.551,4,30000,40000,300000,500000,2000,200,1.942,43.746,44.4,22,0,0,3.452,0,80,200000,10,3.441,32.393,32.966,15,round,,,,135342,,
7/23/21 18:04,7/23/21 18:09,100,287,TRUE,7/23/21 18:09,R_2qz1LuLrqtH5CnF,,,,,anonymous,EN,1,projects/513998946275/assessments/649c8deec8000000,2.238,15.239,16.137,11,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet",19.406,39.622,40.508,8,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",1.608,16.04,20.095,7,0,0,1.718,0,,,,,11.595,59.662,62.897,10,0,0,9.569,0,39500000,6.362,7.829,16.246,2,24500,41000,282465,450000,20000,500,2.908,50.725,56.286,16,0,0,17.993,0,45,56,25,7.96,32.864,35.993,5,precise,,,,109452,1,
7/23/21 18:04,7/23/21 18:09,100,305,TRUE,7/23/21 18:09,R_2eaJChq1JuXmQW4,,,,,anonymous,EN,0.800000012,projects/513998946275/assessments/63c9aed070000000,16.971,27.027,41.488,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",10.098,16.522,18.096,4,,,,,,0,0,2.046,0,,,,,7.104,14.943,72.902,3,0,0,5.51,0,30000000,8.493,25.194,33.618,2,20000,40000,280000,480000,70000,40000,15.675,66.697,73.113,7,0,0,9.777,0,40,280000,45,5.78,35.235,39.87,3,precise,,,,155733,,
7/23/21 17:55,7/23/21 18:13,100,1028,TRUE,7/23/21 18:13,R_2Qzh03PPibDzul8,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/8cc88ed070000000,0,0,113.322,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm supposed to work from information in my head and not record or write down any information I see",44.114,59.024,72.311,7,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",12.561,98.465,141.413,5,0,0,2.931,0,13.069,20.34,146.377,4,,,,,0,0,43.403,0,39000000,22.733,22.733,55.525,1,30000,40000,200000,400000,40000,4000,6.813,96.526,99.548,8,0,0,3.554,0,75,20,10,2.244,288.955,291.305,4,round,,,,162913,1,
7/23/21 18:04,7/23/21 18:13,100,536,TRUE,7/23/21 18:13,R_2aJN6jdPXAJvYCk,,,,,anonymous,EN,1,projects/513998946275/assessments/f2822ed070000000,30.859,30.859,33.743,1,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",14.762,43.418,51.499,6,,,,,,0,0,1.701,0,,,,,0,0,132.122,0,0,0,5.144,0,39613000,1.665,1.665,26.609,1,18200,45000,282000,500000,11000,3790,14.09,147.573,154.572,5,0,0,11.789,0,20,180000,35,2.564,78.488,110.381,5,precise,,,,137062,,
7/23/21 18:03,7/23/21 18:13,100,653,TRUE,7/23/21 18:13,R_cZ21ZjfnqGqisOl,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/ac5ff5eec8000000,0,0,332.83,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",7.149,12.883,13.942,6,,,,,,0,0,0.756,0,,,,,40.203,45.831,117.702,3,0,0,1.848,0,39000000,7.132,28.782,34.579,4,25000,40000,100000,500000,40000,3750,6.72,51.658,55.529,9,0,0,3.163,0,60,400000,9,1.247,29.226,36.793,8,precise,,,,145806,,
7/23/21 18:07,7/23/21 18:14,100,407,TRUE,7/23/21 18:14,R_2RPsTETuO6iXT2t,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/8136adeec8000000,0,0,4.082,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",19.654,55.406,57.545,5,,,,,,0,0,4.062,0,,,,,0,0,134.119,0,0,0,5.769,0,39000,7.124,7.124,25.582,1,281000000,41000000,20000,400000,200000,300000,6.323,73.004,76.332,6,0,0,4.828,0,30,400000,40,56.956,77.027,84.531,3,precise,,,,128919,,
7/23/21 17:57,7/23/21 18:14,100,1012,TRUE,7/23/21 18:14,R_2AZJSm05NDPnadO,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/688a95eec8000000,116.087,117.234,129.706,2,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",5.503,28.16,34.348,8,,,,,,0,0,3.838,0,8.24,251.752,255.59,2,,,,,0,0,8.91,0,39686001,2.317,12.168,43.249,3,30000,40000,300000,500000,20000,4000,2.175,120.672,121.93,23,0,0,10.609,0,75,200000,20,4.659,47.116,54.671,7,round,,,,104496,,
7/23/21 18:09,7/23/21 18:14,100,334,TRUE,7/23/21 18:14,R_2V2DcITxAouYRTh,,,,,anonymous,EN,0.800000012,projects/513998946275/assessments/750d2deec8000000,0,0,15.371,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",16.036,26.234,27.916,4,,,,,,0,0,3.229,0,0,0,154.22,0,,,,,0,0,5.601,0,39000000,5.032,5.032,26.839,1,30000,40000,300000,500000,40000,4000,7.224,43.831,49.326,6,0,0,6.729,0,75,66,10,5.493,29.529,33.442,3,round,,,,151808,,
